Unnamed: 0,casenum,statenum,vehnum,day,month,year,landuse,age,vfatcount,numoccs,modelyr,cellphone_use
429,87,47,1,19,2,2016,2,26,0,2,1997,0
237,1817,6,1,10,10,2015,1,48,1,5,2003,0
811,510,1,1,13,9,2015,1,28,1,1,2004,0
1127,3509,6,1,29,8,2016,2,58,0,1,2003,1
375,43,18,1,30,1,2015,2,26,1,1,2006,0
711,115,55,1,19,4,2015,1,42,0,1,2000,0
1006,438,8,1,5,10,2016,1,44,0,2,2011,1
604,939,42,1,10,11,2016,2,54,0,1,2000,0
810,169,49,1,26,8,2015,1,29,1,1,2008,0
676,876,42,1,13,10,2015,2,17,0,1,2013,0
1613,166,30,1,26,11,2016,1,18,1,2,1999,1
843,1335,37,1,4,12,2016,1,18,1,1,1996,1
1229,381,40,1,25,7,2015,1,53,0,1,1993,1
927,86,56,1,21,8,2015,2,18,1,1,1995,1
1656,743,47,1,2,11,2015,1,19,1,1,1997,1
396,2393,48,2,14,10,2015,1,54,0,4,2012,0
1364,42,45,1,22,1,2015,1,16,1,1,2002,1
655,1501,48,2,5,7,2015,1,29,0,1,2009,0
434,980,1,1,23,8,2016,1,34,0,2,2008,0
1328,563,6,1,23,3,2016,2,36,1,1,2014,1
1298,442,48,1,5,3,2015,1,55,1,1,2002,1
1455,110,24,1,29,4,2015,2,32,0,1,2000,1
471,95,40,3,24,3,2015,2,56,0,3,2013,0
464,125,29,1,13,3,2016,1,75,1,1,2005,0
1314,3213,6,1,4,10,2016,2,46,0,1,2007,1
14,141,12,2,4,3,2016,2,32,1,6,2011,0
49,1936,6,1,14,10,2016,1,60,0,1,2003,0
953,512,48,1,9,3,2015,2,17,1,1,2002,1
1062,240,8,1,7,7,2016,2,31,0,1,2001,1
526,246,24,1,10,8,2015,2,41,1,1,2010,0
903,184,37,1,13,1,2015,1,20,0,1,1995,1
695,2402,48,2,16,9,2016,1,32,0,1,2008,0
1092,56,18,1,6,2,2015,2,47,1,1,2014,1
782,519,28,2,26,11,2015,1,38,1,1,1985,0
585,61,31,1,11,4,2015,1,22,1,1,1999,0
400,826,48,1,14,4,2015,1,57,2,2,2011,0
702,924,12,3,29,4,2016,2,62,1,2,2016,0
422,215,12,1,15,2,2015,2,19,0,1,2005,0
1220,580,51,1,17,11,2016,2,23,0,1,2002,1
289,1167,13,1,20,11,2015,2,31,1,1,2015,0
1334,7,30,1,13,2,2015,1,48,1,1,1992,1
45,348,5,2,24,9,2016,1,20,0,1,2001,0
700,266,48,2,10,2,2015,2,22,1,1,2009,0
368,9,30,2,21,2,2015,2,57,0,1,2013,0
40,66,34,2,10,2,2015,2,56,1,2,1996,0
83,184,48,1,20,1,2015,2,69,0,1,1981,0
409,14,4,1,19,1,2016,2,36,0,1,2013,0
807,120,55,1,17,4,2015,1,24,0,1,2003,0
739,476,53,1,28,11,2015,1,26,1,2,2009,0
1350,2597,6,1,11,12,2016,2,29,0,1,2007,1
261,20,6,2,5,1,2015,2,58,0,1,2000,0
572,99,53,1,8,4,2015,2,59,2,2,2000,0
779,312,37,2,29,4,2015,2,89,0,2,2005,0
298,132,5,2,18,4,2015,1,44,0,1,2013,0
266,725,4,2,12,11,2016,2,31,0,4,2008,0
394,131,12,3,25,1,2015,2,35,0,1,2011,0
653,33,8,1,31,1,2015,1,21,3,3,2005,0
545,2574,48,1,7,10,2016,2,36,0,1,2007,0
1124,131,42,1,27,3,2015,1,17,1,1,2002,1
48,2541,12,2,27,11,2016,2,54,1,1,2013,0
9,253,34,1,12,7,2015,2,17,1,1,1999,0
656,66,40,1,23,2,2015,1,65,1,1,2011,0
841,1,37,1,29,1,2015,1,53,1,1,1999,1
159,39,27,1,5,3,2015,2,68,0,2,2006,0
1522,438,17,1,27,7,2015,2,28,0,1,2012,1
691,2496,6,3,27,7,2016,2,49,0,2,1997,0
453,52,16,2,30,4,2016,1,56,0,1,2004,0
1311,1779,12,1,22,8,2016,2,58,0,1,2008,1
597,79,37,1,27,1,2015,1,34,0,1,1988,0
560,267,41,2,29,8,2016,1,19,0,1,1998,0
1172,1215,37,1,15,12,2015,1,20,1,1,2010,1
1401,2453,6,1,30,9,2016,1,35,0,1,2013,1
682,834,29,2,10,12,2016,1,54,0,1,2008,0
1481,3039,48,1,30,12,2015,2,38,1,2,2009,1
301,931,48,1,6,5,2015,2,33,1,2,1997,0
636,363,45,1,9,6,2016,2,21,0,2,1989,0
1167,54,33,1,22,8,2015,1,47,0,1,2014,1
1203,658,51,1,17,12,2015,1,61,1,1,2005,1
1103,720,47,1,28,9,2016,1,58,0,1,2000,1
322,33,24,1,11,2,2015,2,21,1,1,2013,0
1615,1186,12,1,1,7,2015,2,23,0,1,1999,1
1564,934,39,1,14,11,2016,1,17,0,1,2005,1
602,237,51,2,15,5,2016,1,40,0,2,2014,0
1219,2362,12,1,3,12,2015,1,51,1,1,2003,1
871,512,4,2,24,8,2016,2,47,0,1,1999,1
642,588,45,2,8,9,2015,2,58,0,1,2001,0
608,106,24,1,28,4,2015,1,22,1,1,2013,0
1223,500,5,1,19,12,2016,1,53,1,1,2016,1
19,1348,48,1,2,6,2016,2,82,1,1,2008,0
416,3444,48,1,16,12,2016,2,47,1,2,2007,0
908,151,47,2,28,2,2016,2,19,0,2,2003,1
523,2737,6,1,25,10,2016,2,53,0,1,2004,0
1374,173,40,1,24,4,2016,1,26,1,1,2005,1
8,219,39,1,4,2,2016,2,48,0,1,2004,0
1531,7,18,1,7,1,2015,1,31,1,1,2011,1
208,347,53,1,8,9,2016,2,23,0,1,2012,0
1291,3210,48,1,3,12,2016,1,32,0,1,2006,1
1123,117,24,1,6,4,2015,2,19,2,5,2004,1
279,631,48,1,24,3,2015,2,62,0,1,2014,0
763,1949,12,1,6,9,2016,1,21,0,1,2000,0
1425,1409,48,1,25,6,2015,2,45,0,2,2012,1
799,1241,12,1,25,6,2015,2,74,2,3,2005,0
541,636,17,2,26,9,2015,1,58,0,1,2011,0
720,1995,48,1,23,8,2015,2,26,0,4,2006,0
1410,693,47,1,20,10,2015,1,62,0,1,2002,1
1021,25,6,1,11,1,2016,2,21,1,1,2006,1
973,23,15,1,15,4,2015,2,20,1,3,2003,1
499,66,26,1,4,2,2016,2,19,0,1,2003,0
975,872,4,1,30,12,2016,2,43,0,99,2016,1
37,859,47,2,13,8,2016,1,61,1,3,2016,0
619,588,1,2,27,10,2015,1,56,0,1,2008,0
539,89,4,2,11,1,2016,2,48,0,2,2013,0
925,217,45,1,16,4,2015,1,28,1,4,2004,1
201,260,32,1,30,10,2015,1,40,1,1,1985,0
820,232,24,5,21,7,2015,1,46,0,1,2013,0
1636,181,1,1,19,4,2015,1,16,1,1,2007,1
694,254,9,1,25,11,2016,2,69,2,2,2011,0
66,2370,48,1,20,9,2016,2,59,0,1,1980,0
482,519,51,1,6,10,2015,1,71,1,1,2014,0
1058,860,12,1,9,5,2015,2,32,1,1,2007,1
1258,2812,48,1,26,10,2016,2,23,1,1,2005,1
754,3059,48,1,17,11,2016,1,17,0,1,2016,0
1246,45,33,1,17,7,2015,1,72,0,1,2015,1
1576,2558,6,2,3,12,2015,2,20,0,1,1998,1
868,222,55,1,22,6,2016,2,22,0,1,2010,1
1611,254,4,1,7,4,2016,1,21,1,4,2002,1
240,2769,12,2,17,12,2015,2,41,0,1,2009,0
11,609,48,1,10,3,2016,2,22,1,1,2007,0
1048,250,29,2,24,4,2016,2,25,0,1,2007,1
39,710,18,1,28,11,2015,1,28,1,1,2008,0
1471,3392,6,1,24,12,2016,2,25,0,1,2015,1
1627,1699,48,1,9,7,2016,1,31,2,4,2001,1
484,393,18,2,11,5,2015,2,50,1,1,2011,0
1478,224,19,1,12,9,2016,2,18,0,1,1999,1
901,102,47,1,15,2,2016,1,45,1,1,2004,1
580,890,48,2,26,4,2015,2,37,1,1,1999,0
1655,41,2,1,6,9,2015,2,40,1,1,2008,1
1579,142,39,1,10,1,2015,1,31,0,1,2012,1
986,242,48,1,4,2,2015,1,22,1,1,1999,1
1451,415,47,1,11,7,2015,1,77,0,2,2012,1
1388,890,47,1,26,11,2016,2,18,1,4,2000,1
1081,176,16,1,11,12,2015,1,40,1,1,2008,1
508,47,51,1,17,2,2016,1,81,1,1,2012,0
7,240,1,1,4,5,2016,2,21,1,2,2005,0
1003,440,47,1,28,6,2016,2,33,0,4,2003,1
665,436,13,1,4,5,2015,2,41,1,1,2010,0
203,433,13,1,3,5,2015,1,19,2,4,2000,0
124,678,37,1,25,4,2016,1,56,1,1,2008,0
1130,1884,48,1,6,8,2015,1,30,0,1,2013,1
907,227,47,3,21,4,2015,1,72,1,1,2007,1
317,688,17,1,10,9,2016,2,57,1,2,2015,0
160,611,51,1,27,11,2016,1,22,0,1,2008,0
199,1145,37,1,15,11,2015,1,56,0,5,2003,0
1574,1206,37,2,17,11,2016,1,19,1,1,1995,1
809,1219,6,1,3,6,2015,1,18,0,1,2003,0
535,11,48,1,2,1,2016,2,22,0,1,2009,0
1232,303,48,1,10,2,2015,2,23,0,1,2008,1
100,1086,12,3,10,6,2015,1,39,3,5,2008,0
1283,3574,6,2,1,12,2016,2,45,1,1,2010,1
1136,196,49,1,6,10,2016,1,46,1,4,1997,1
1259,715,26,2,23,9,2016,2,37,1,1,2010,1
1571,354,19,1,3,11,2016,1,35,0,1,2009,1
879,561,4,1,12,9,2016,2,66,0,1,2013,1
1648,1593,48,1,17,7,2015,1,19,1,1,2001,1
1257,224,16,1,13,12,2016,2,19,1,1,1996,1
874,495,47,1,11,8,2015,1,54,1,3,1999,1
1409,66,9,1,25,2,2016,2,25,0,1,2002,1
1550,487,26,1,7,8,2015,2,22,0,1,2013,1
1479,223,27,1,31,8,2016,1,22,1,1,2012,1
589,41,13,1,14,1,2015,1,24,1,1,2001,0
1578,457,21,1,22,9,2015,1,40,1,1,2012,1
573,197,42,1,8,4,2016,2,23,2,4,2005,0
16,850,45,1,2,12,2016,1,54,0,2,1996,0
859,337,47,1,22,5,2016,2,67,1,1,1997,1
1069,929,47,2,9,12,2016,1,39,2,2,2006,1
785,201,9,1,16,5,2016,1,24,1,1,2001,0
1354,331,4,1,27,5,2016,1,25,1,1,2000,1
1530,1057,6,1,25,5,2015,2,51,0,1,2006,1
259,52,42,1,21,1,2016,1,32,2,2,2010,0
945,147,53,1,11,5,2016,1,43,1,3,2003,1
1042,463,34,1,4,10,2016,2,25,0,1,2011,1
460,598,42,1,31,8,2015,1,29,1,1,2007,0
155,765,13,1,9,8,2015,2,25,0,1,2014,0
1635,205,17,1,5,5,2015,1,26,1,3,2002,1
805,869,37,1,5,9,2016,1,18,1,1,2003,0
685,83,47,2,10,2,2015,1,71,1,1,1999,0
669,511,37,1,7,6,2015,2,21,1,2,2008,0
1338,826,47,1,6,12,2015,1,82,1,1,2009,1
1326,554,47,1,14,8,2015,2,29,1,1,2008,1
399,565,37,3,17,6,2016,1,63,0,1,2013,0
880,67,56,1,24,8,2016,1,19,1,1,2005,1
341,587,6,2,28,3,2016,2,30,0,1,2008,0
1372,266,1,1,26,5,2015,1,17,1,1,2006,1
1071,314,37,1,23,4,2015,1,44,0,1,1997,1
1341,98,47,1,25,2,2016,1,50,1,1,1993,1
1325,942,26,1,7,11,2016,2,19,0,1,2005,1
898,456,47,1,9,5,2016,2,32,0,2,2008,1
395,670,39,2,27,8,2016,1,23,0,3,2013,0
603,273,45,1,6,5,2015,2,24,1,1,2011,0
978,348,25,1,23,11,2016,2,17,0,1,2007,1
762,46,21,1,19,1,2016,1,70,1,1,2010,0
948,1116,13,1,7,11,2015,2,28,0,1,2005,1
1265,83,47,1,14,2,2016,1,23,1,1,2008,1
910,1129,13,1,10,11,2015,1,45,0,1,2016,1
890,350,47,2,21,5,2016,2,29,0,1,2011,1
1484,489,21,1,1,10,2015,1,26,2,2,2000,1
831,151,45,1,12,3,2016,1,35,0,1,2003,0
26,434,17,2,27,6,2016,1,38,0,4,2012,0
813,1,24,1,1,1,2015,1,50,1,1,2010,0
632,2944,48,1,31,10,2016,1,67,1,2,1997,0
1391,1213,48,1,21,5,2016,2,31,0,1,2009,1
997,128,4,1,31,3,2016,1,52,1,4,2004,1
1153,2133,48,2,12,8,2016,2,30,0,1,2012,1
504,36,30,2,12,3,2016,1,18,0,3,2011,0
24,60,21,2,10,2,2016,1,30,0,2,2006,0
756,185,26,1,9,4,2016,2,57,1,1,2001,0
369,298,20,1,4,10,2016,1,78,1,1,2004,0
501,300,35,1,11,11,2016,2,27,0,1,2013,0
1661,2075,48,1,2,8,2016,1,23,0,4,2016,1
33,439,26,1,23,7,2015,1,29,0,1,1999,0
637,1366,48,2,10,6,2015,1,24,1,3,2007,0
294,10,37,1,3,1,2015,1,40,0,1,1996,0
547,1506,12,2,8,8,2015,2,72,1,1,2002,0
1290,114,18,1,11,3,2016,2,22,0,1,1999,1
1202,187,16,2,30,12,2015,2,36,0,1,2015,1
740,811,47,1,27,10,2016,1,34,1,1,2003,0
511,911,6,1,2,4,2016,1,16,0,1,2008,0
323,23,44,1,14,6,2015,2,46,0,4,2009,0
921,241,29,1,14,5,2015,2,20,1,1,1995,1
216,4,56,1,1,1,2015,1,17,1,4,2006,0
714,276,26,3,24,5,2016,2,41,0,3,2015,0
281,31,27,2,22,2,2015,1,44,1,1,2012,0
1662,489,8,1,11,12,2015,1,36,0,1,2007,1
712,29,31,1,5,3,2015,1,71,1,1,2000,0
1551,294,39,1,20,5,2016,1,58,1,1,2004,1
1179,2596,48,1,29,10,2015,1,25,0,1,2015,1
283,1298,13,1,25,11,2016,1,41,1,1,2001,0
1026,229,39,1,17,4,2016,1,57,0,1,2004,1
1620,84,17,2,10,2,2016,1,56,0,1,2009,1
472,161,20,2,25,6,2016,1,58,1,1,2006,0
1057,41,5,1,6,2,2015,2,31,0,1,1999,1
53,2638,48,1,17,10,2016,2,26,0,1,1995,0
1208,3502,48,1,17,12,2016,1,28,1,1,2013,1
865,1404,6,1,4,7,2015,1,34,1,1,2006,1
219,657,36,1,29,9,2016,2,29,0,1,2014,0
1093,209,29,1,30,4,2015,1,38,1,1,2001,1
56,2198,6,1,5,11,2016,1,20,1,1,2002,0
775,1238,6,1,2,6,2015,1,19,1,1,1993,0
126,9,17,1,6,1,2016,1,31,1,1,2009,0
850,5,47,2,18,1,2016,2,40,1,1,1998,1
1183,109,42,1,16,2,2016,1,57,1,1,2001,1
1598,1227,48,1,7,6,2015,1,23,1,1,2002,1
1485,803,47,1,4,11,2016,1,19,1,1,1994,1
1631,1015,36,1,25,11,2015,1,23,1,1,2006,1
1520,486,13,1,21,5,2015,2,21,0,1,2004,1
1323,289,27,1,22,10,2016,1,55,0,1,2014,1
1106,557,42,1,22,5,2015,1,30,1,1,2001,1
1207,316,34,1,25,8,2015,2,27,0,1,2009,1
1226,512,4,1,24,8,2016,2,20,1,1,2013,1
1507,148,18,1,4,4,2015,1,26,0,1,2008,1
517,365,40,3,5,5,2016,1,52,0,4,2013,0
1629,721,17,1,25,5,2015,2,29,0,2,2015,1
461,687,47,2,10,10,2015,1,53,1,2,1993,0
1480,131,30,1,11,9,2016,1,66,1,2,2005,1
441,124,31,1,5,8,2015,2,45,0,1,1996,0
390,273,35,1,3,11,2015,2,25,1,1,2003,0
1447,313,47,1,24,5,2015,1,56,1,1,1988,1
474,371,48,1,25,2,2015,2,24,1,1,2003,0
823,241,32,1,13,11,2015,2,39,1,1,2014,0
1288,471,37,1,31,5,2015,1,56,1,1,2006,1
1319,165,25,1,6,8,2016,2,21,1,2,2010,1
1301,804,17,1,12,12,2015,1,25,1,1,2013,1
1267,831,1,1,12,6,2016,1,20,1,1,2008,1
282,1269,37,1,22,12,2015,1,48,0,1,1997,0
956,42,46,2,18,7,2016,1,34,0,1,2008,1
120,2887,48,1,29,10,2016,1,60,1,2,2000,0
293,943,17,1,30,12,2015,2,28,2,2,2007,0
581,3212,48,1,22,11,2015,2,34,1,1,1995,0
644,407,4,2,9,6,2016,2,51,1,2,2004,0
1561,227,47,2,21,4,2015,1,58,0,2,2008,1
386,551,26,1,28,8,2016,2,24,1,1,2003,0
1526,2569,6,1,4,12,2015,1,32,1,1,1996,1
1280,39,4,1,5,2,2016,2,23,1,1,1999,1
145,68,27,1,31,3,2016,1,34,1,1,2002,0
781,688,22,1,28,12,2016,2,25,0,1,2006,0
153,683,4,2,2,10,2016,2,60,1,6,1996,0
1073,1219,6,1,14,7,2016,1,53,0,1,2012,1
1312,426,48,1,21,2,2016,2,36,0,1,2008,1
303,1260,12,1,29,5,2016,1,23,2,2,1998,0
1034,418,5,1,10,11,2015,2,25,0,1,2002,1
1423,136,22,1,13,3,2016,2,21,1,2,2011,1
1412,1167,48,1,14,5,2016,1,19,1,3,2014,1
1247,32,17,1,20,1,2016,1,19,1,1,1998,1
263,1039,13,1,21,10,2015,2,18,1,1,2007,0
1061,109,27,1,24,5,2016,2,24,1,2,1994,1
373,357,4,2,4,6,2015,1,43,1,1,2005,0
968,2325,48,2,9,9,2016,1,22,1,1,2005,1
617,214,1,1,30,4,2015,2,17,0,2,2004,0
721,428,51,1,4,9,2015,1,23,0,3,2014,0
1355,206,47,1,9,4,2016,1,26,1,1,2002,1
776,77,41,1,2,4,2015,1,34,2,5,1997,0
1581,2262,48,1,29,8,2016,2,26,0,1,2007,1
28,194,41,1,26,8,2015,2,56,1,1,2005,0
1591,845,47,1,19,12,2015,1,20,1,1,2006,1
861,116,55,1,14,4,2016,1,44,1,1,2012,1
411,779,45,1,15,11,2015,1,32,1,1,1990,0
746,571,17,3,27,8,2015,2,43,2,5,2010,0
1600,847,39,1,17,10,2016,2,41,1,1,2011,1
688,572,17,2,7,8,2016,1,34,0,3,2002,0
569,674,37,1,3,7,2016,2,43,1,1,2009,0
1351,404,8,1,9,10,2015,1,72,1,1,2009,1
388,889,26,1,5,6,2015,1,53,1,1,2003,0
1453,47,51,1,10,2,2015,1,26,0,1,2001,1
774,582,28,1,1,12,2016,1,53,1,2,2003,0
25,722,47,2,29,10,2015,1,73,1,1,2003,0
751,17,53,1,21,1,2016,2,57,1,1,2014,0
496,218,40,1,19,5,2016,1,18,2,3,2013,0
312,111,45,1,29,2,2016,1,47,0,1,2007,0
198,497,53,1,17,12,2015,2,31,2,2,1987,0
1154,848,48,1,22,4,2015,1,45,0,1,2013,1
1165,661,17,1,20,8,2016,2,39,0,1,2015,1
1209,116,40,1,24,3,2016,2,25,1,1,2011,1
904,246,4,1,3,4,2016,1,22,1,3,2007,1
173,2372,6,1,13,11,2016,2,41,0,2,2004,0
678,440,13,1,3,5,2016,2,25,1,1,2001,0
568,14,53,1,14,1,2016,2,43,0,1,2002,0
1371,31,29,2,27,1,2016,1,22,1,1,1998,1
797,262,6,1,7,2,2015,1,53,1,1,1999,0
696,3179,48,1,1,12,2016,1,17,0,4,2008,0
1055,223,47,1,18,4,2015,1,25,1,1,1994,1
1126,932,6,2,30,4,2015,2,16,0,1,1998,1
280,574,48,1,21,3,2015,2,30,0,1,2012,0
1043,310,21,1,22,6,2016,1,60,1,1,2004,1
1416,976,48,1,13,5,2015,2,23,1,1,2003,1
934,23,10,1,8,6,2015,1,22,1,1,2003,1
1528,553,51,3,28,10,2016,1,27,1,1,2011,1
524,411,48,1,24,2,2015,1,26,1,1,2008,0
733,511,26,1,5,8,2016,2,37,0,1,1995,0
350,16,24,1,23,1,2015,2,62,1,1,2003,0
800,3135,6,4,11,4,2015,2,43,0,3,2006,0
955,2081,48,2,11,9,2015,1,21,0,1,2011,1
357,250,51,2,31,5,2016,1,48,1,1,2001,0
133,66,12,1,16,1,2015,2,54,0,1,2014,0
626,2369,48,2,6,10,2015,1,68,1,2,2013,0
614,1274,13,2,19,11,2016,1,33,1,4,1995,0
1650,20,10,2,16,3,2016,1,17,0,2,1998,1
1031,683,18,1,19,11,2016,2,22,1,1,2006,1
1098,48,22,1,31,1,2016,2,21,1,2,2013,1
1099,2567,12,1,19,12,2015,2,34,0,1,2012,1
766,873,36,1,15,12,2016,2,52,0,1,2014,0
376,31,26,1,15,1,2016,2,48,1,1,2012,0
506,2459,6,2,2,11,2016,2,40,0,1,2017,0
413,85,33,1,21,11,2015,1,18,0,1,2003,0
707,996,26,1,11,10,2016,1,36,1,2,1999,0
1059,37,30,1,30,3,2016,2,23,0,1,2014,1
407,15,16,2,10,2,2016,1,73,1,1,2002,0
345,161,18,1,17,4,2015,1,26,1,1,1998,0
1652,484,8,1,5,12,2015,2,31,0,1,2008,1
1122,104,40,1,8,3,2015,1,33,1,3,2004,1
543,116,28,1,24,2,2016,2,50,1,1,2009,0
1519,191,47,1,25,3,2016,1,33,1,1,2001,1
1424,44,41,1,1,3,2016,1,24,3,4,1992,1
310,35,51,3,31,1,2015,2,33,0,1,1992,0
87,778,4,2,28,12,2015,2,48,0,3,2013,0
1166,485,4,1,17,7,2016,2,26,0,1,2016,1
606,135,23,1,5,12,2015,1,17,2,3,2001,0
271,40,10,2,21,8,2016,2,31,1,1,2003,0
1646,756,42,1,21,8,2016,1,30,1,1,1996,1
816,1915,48,1,7,8,2015,1,66,1,1,2004,0
74,209,18,2,27,4,2016,1,80,1,1,2002,0
1426,700,4,1,1,10,2016,2,33,0,1,2015,1
1261,32,10,1,23,3,2015,2,35,1,2,1997,1
1363,353,34,1,28,9,2016,2,47,0,1,2000,1
640,673,48,1,20,3,2016,2,30,1,1,2003,0
1496,299,22,1,11,6,2016,1,22,0,1,2008,1
1009,3459,48,1,31,12,2016,2,18,1,1,2003,1
534,1769,48,2,19,7,2015,2,54,1,2,2011,0
104,1801,12,2,27,8,2016,2,69,0,1,2005,0
47,2784,12,1,24,12,2016,2,92,1,1,2005,0
540,1037,48,1,18,5,2015,2,27,0,1,2013,0
1441,134,23,2,28,11,2015,1,64,1,1,1998,1
433,34,36,2,21,1,2016,1,38,0,2,2004,0
679,625,51,1,1,12,2016,2,56,1,1,1999,0
98,654,12,1,22,4,2015,2,61,0,1,1998,0
1593,52,23,2,31,5,2016,1,35,0,1,2003,1
887,130,1,1,29,3,2016,1,32,0,1,2008,1
784,27,34,1,3,2,2015,2,25,0,1,2006,0
764,55,40,4,8,2,2015,1,20,0,1,2000,0
1036,714,48,1,6,4,2015,1,19,1,1,2001,1
515,2421,48,3,5,10,2015,2,23,1,1,1999,0
140,40,2,1,29,8,2015,1,52,1,1,2008,0
844,433,48,1,3,3,2015,1,47,1,1,2002,1
338,978,6,1,7,5,2015,2,90,1,2,2007,0
348,1521,48,1,9,7,2015,2,17,0,1,1996,0
939,584,47,1,13,9,2015,1,31,1,1,2007,1
1553,242,8,1,9,7,2016,1,47,1,1,2016,1
1161,481,26,1,22,7,2016,1,36,1,1,2013,1
1322,2994,48,1,14,12,2015,1,16,3,4,2007,1
1609,793,6,1,27,2,2016,1,23,1,4,1999,1
753,40,6,2,12,1,2015,1,58,0,1,2008,0
44,110,32,3,1,6,2016,2,70,1,1,2007,0
794,595,18,1,8,10,2015,1,77,1,1,2013,0
1012,457,22,1,31,7,2015,1,22,1,1,2010,1
403,173,28,2,4,5,2016,1,81,0,2,2012,0
958,140,6,1,25,1,2015,1,38,0,1,2006,1
777,395,17,1,6,5,2016,2,45,0,1,2002,0
790,2171,48,2,20,9,2015,2,22,0,1,2010,0
425,72,40,2,15,2,2016,1,36,0,2,2011,0
964,449,8,1,1,11,2015,1,33,1,1,2006,1
188,628,42,2,11,8,2016,1,71,1,1,2003,0
522,401,55,1,20,11,2015,1,54,1,1,2008,0
605,183,13,1,27,2,2015,2,22,0,3,2014,0
1205,348,21,1,4,5,2016,2,38,0,1,2002,1
218,126,41,1,24,5,2015,1,56,0,1,1994,0
1033,36,17,1,29,1,2015,1,36,0,1,2005,1
20,123,36,2,8,1,2015,2,51,0,4,2007,0
2,88,25,1,23,3,2016,2,37,0,2,2006,0
1266,52,51,1,18,2,2016,1,34,1,1,1989,1
795,836,47,2,15,11,2016,2,22,0,1,2002,0
1248,950,47,1,20,12,2016,1,48,1,1,1994,1
972,3,4,1,3,1,2015,2,23,0,1,2013,1
1546,952,47,1,17,12,2016,1,30,1,1,1996,1
833,274,18,1,24,5,2015,1,54,1,1,2007,1
1030,1006,39,2,16,12,2015,2,25,1,1,2008,1
869,186,39,2,19,3,2015,2,24,0,1,2006,1
176,135,41,1,15,5,2016,1,30,1,1,1997,0
1397,85,29,1,1,3,2015,2,25,1,1,2006,1
182,2314,6,1,15,12,2016,1,53,1,1,1986,0
81,277,21,1,4,6,2016,2,32,1,1,2005,0
1560,3156,48,1,24,11,2016,1,24,1,3,2000,1
1236,146,4,1,19,2,2016,1,22,2,4,2005,1
1499,48,47,1,4,2,2016,2,56,1,1,2005,1
938,412,8,1,29,9,2016,1,19,1,1,2004,1
1575,213,17,1,9,4,2016,2,20,1,1,1997,1
1277,275,40,1,4,7,2015,1,32,1,4,2004,1
684,1,48,3,1,1,2016,2,22,0,2,2001,0
498,394,36,1,3,7,2016,2,27,1,1,2008,0
1389,2510,6,1,12,9,2015,1,26,0,1,2005,1
447,588,47,1,7,9,2015,1,45,1,1,2006,0
980,1153,13,1,21,10,2016,2,31,1,2,2010,1
308,117,53,2,18,4,2016,1,22,0,3,2015,0
895,502,48,1,29,2,2016,1,57,1,4,2001,1
561,59,46,1,2,8,2015,1,73,1,2,1959,0
278,155,34,1,24,5,2015,2,22,1,1,1994,0
658,211,28,3,17,5,2015,2,71,0,2,2010,0
1392,676,51,1,14,12,2016,2,30,0,1,2001,1
465,86,9,1,30,5,2015,2,47,1,3,2014,0
919,2762,6,1,23,9,2015,2,33,0,1,2012,1
1088,109,47,1,25,2,2016,2,24,0,1,2002,1
487,618,17,2,27,8,2016,2,57,0,1,2013,0
1206,512,48,1,26,2,2016,2,32,0,1,2015,1
984,311,5,1,24,8,2015,1,25,1,2,9999,1
250,336,22,1,15,7,2015,2,30,1,1,2000,0
172,607,13,1,26,6,2016,2,34,1,1,2005,0
478,232,1,1,23,4,2016,1,30,1,1,1997,0
1013,585,51,1,3,10,2016,1,51,0,1,1999,1
564,2341,48,1,9,10,2015,2,70,1,3,2005,0
1224,163,4,2,18,3,2015,2,26,0,1,2015,1
550,50,16,1,29,5,2015,2,34,1,4,2009,0
630,51,15,1,3,8,2015,2,25,0,1,2006,0
1368,114,32,1,7,6,2016,1,58,1,1,2000,1
4,186,6,2,29,2,2016,1,31,0,1,2010,0
525,309,19,1,9,11,2016,1,30,0,1,2004,0
1399,28,47,1,21,1,2015,1,22,1,3,2002,1
817,226,9,1,5,5,2015,2,85,1,1,2014,0
1465,50,2,1,14,10,2015,1,16,0,1,2004,1
63,910,13,2,1,9,2016,1,26,0,1,2009,0
1005,705,39,1,27,7,2015,2,23,1,1,2002,1
1156,120,23,1,29,9,2015,1,37,1,1,2004,1
664,224,45,1,21,4,2016,1,19,1,2,2003,0
1315,58,35,1,30,3,2015,1,27,1,1,2006,1
618,139,19,1,20,6,2016,1,63,1,1,2006,0
1414,291,51,1,18,6,2016,1,28,1,1,1999,1
245,425,42,2,30,6,2016,2,54,0,1,2005,0
1444,2896,48,1,4,11,2016,1,18,1,1,2004,1
1177,227,47,1,21,4,2015,1,33,0,1,1997,1
1212,2392,48,2,8,9,2016,1,27,0,1,2010,1
950,211,12,1,30,1,2015,2,77,0,2,2010,1
141,408,5,4,17,12,2016,2,51,0,1,2013,0
928,572,42,1,16,7,2015,1,23,0,1,2002,1
236,402,12,1,17,3,2015,2,59,0,1,2001,0
701,545,29,1,24,7,2016,2,40,1,1,1999,0
382,1983,48,1,3,8,2016,1,48,1,1,1994,0
1335,1533,12,1,14,7,2015,1,78,1,1,2008,1
238,544,18,1,26,9,2016,1,57,2,2,1978,0
1443,158,47,1,21,3,2016,2,28,1,1,2000,1
370,270,20,2,26,9,2016,1,51,1,3,2009,0
