"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","modelyear","make","cellphoneuse"
"450",513,6,1,5,13,32,1,14,3,2015,2011,20,0
"451",519,6,1,1,18,18,1,22,3,2015,2014,49,0
"452",519,6,2,1,22,22,0,22,3,2015,2013,48,0
"453",531,6,1,2,21,23,0,21,3,2015,2013,49,0
"454",534,6,2,4,23,78,0,15,3,2015,2008,49,0
"455",537,6,1,4,26,29,0,15,3,2015,2014,48,0
"456",542,6,1,2,23,24,0,21,3,2015,2008,49,0
"457",542,6,2,3,22,24,0,21,3,2015,2011,41,0
"458",547,6,1,2,57,59,1,21,3,2015,2014,48,0
"459",556,6,2,2,20,50,0,23,3,2015,2009,35,0
"460",562,6,1,2,13,38,0,23,3,2015,2013,42,0
"461",574,6,2,3,20,23,0,26,3,2015,2015,20,0
"462",579,6,2,2,21,82,1,26,3,2015,2013,37,0
"463",581,6,2,2,18,19,0,1,4,2015,2009,30,0
"464",584,6,1,2,7,39,0,19,1,2015,2008,63,0
"465",601,6,1,3,44,83,0,26,3,2015,2008,6,0
"466",605,6,1,3,64,69,1,28,3,2015,2015,54,0
"467",605,6,2,6,17,59,0,28,3,2015,2015,45,0
"468",611,6,1,4,18,28,1,28,3,2015,2014,37,0
"469",611,6,2,2,69,70,0,28,3,2015,2009,49,0
"470",612,6,2,4,20,57,0,17,3,2015,2008,49,0
"471",612,6,3,1,52,52,0,17,3,2015,2008,37,0
"472",612,6,4,1,24,24,0,17,3,2015,2014,7,0
"473",626,6,2,2,26,27,0,2,4,2015,2012,34,0
"474",636,6,1,2,63,76,0,3,4,2015,2014,20,0
"475",636,6,3,2,27,27,0,3,4,2015,2012,37,0
"476",636,6,4,1,45,45,0,3,4,2015,2011,20,0
"477",640,6,1,3,17,33,0,3,4,2015,2008,2,0
"478",641,6,1,1,43,43,0,7,4,2015,2011,35,0
"479",641,6,3,1,27,27,0,7,4,2015,2008,12,0
"480",644,6,1,2,23,48,0,4,4,2015,2012,37,0
"481",647,6,1,2,47,53,1,4,4,2015,2015,63,0
"482",649,6,1,2,44,76,0,4,4,2015,2009,20,0
"483",663,6,1,3,22,25,0,9,4,2015,2013,59,0
"484",664,6,1,4,1,31,1,4,4,2015,2010,55,0
"485",672,6,2,1,63,63,0,3,4,2015,2011,20,0
"486",672,6,3,1,57,57,0,3,4,2015,2010,37,0
"487",674,6,1,2,57,79,1,5,4,2015,2008,49,0
"488",690,6,1,2,66,69,2,18,4,2015,2014,20,0
"489",710,6,1,1,38,38,0,9,4,2015,2013,13,0
"490",710,6,2,1,51,51,0,9,4,2015,2009,42,0
"491",711,6,1,4,14,50,1,7,5,2015,2015,20,0
"492",737,6,1,2,29,37,1,23,5,2015,2014,48,0
"493",742,6,1,2,36,38,1,24,5,2015,2008,20,0
"494",755,6,1,3,26,50,1,23,5,2015,2009,37,0
"495",775,6,1,2,16,20,1,24,5,2015,2008,55,0
"496",781,6,1,5,16,17,0,9,4,2015,2010,6,0
"497",781,6,2,1,61,61,1,9,4,2015,2011,49,0
"498",799,6,1,3,33,54,1,25,5,2015,2011,20,0
"499",806,6,2,4,25,25,0,19,4,2015,2013,49,0
"500",807,6,2,1,62,62,0,15,4,2015,2014,63,0
"501",807,6,3,2,64,68,0,15,4,2015,2014,54,0
"502",809,6,1,3,15,16,1,9,5,2015,2015,55,0
"503",815,6,1,4,25,67,1,16,4,2015,2014,20,0
"504",815,6,3,2,69,71,0,16,4,2015,2015,12,0
"505",816,6,1,2,32,64,0,18,4,2015,2010,12,0
"506",826,6,1,3,24,60,0,17,4,2015,2013,35,0
"507",838,6,3,3,17,57,0,17,4,2015,2015,35,0
"508",845,6,1,3,4,28,0,11,4,2015,2015,49,0
"509",853,6,2,2,80,82,0,12,4,2015,2013,49,0
"510",854,6,2,3,0,24,0,12,4,2015,2012,35,0
"511",859,6,2,2,68,69,2,15,4,2015,2012,49,0
"512",860,6,1,3,23,28,0,20,4,2015,2015,63,0
"513",862,6,1,5,4,57,1,7,6,2015,2010,20,0
"514",863,6,1,2,80,81,0,25,4,2015,2010,14,0
"515",869,6,2,2,7,37,0,25,4,2015,2012,35,0
"516",877,6,2,2,32,34,0,27,4,2015,2013,7,0
"517",901,6,2,3,9,50,0,1,5,2015,2013,55,0
"518",911,6,1,4,1,25,1,12,6,2015,2012,6,0
"519",913,6,1,4,1,75,0,16,4,2015,2009,41,0
"520",916,6,1,2,12,43,0,30,4,2015,2014,34,0
"521",923,6,1,2,20,21,0,22,4,2015,2008,58,0
"522",926,6,1,2,76,78,0,19,4,2015,2014,63,0
"523",937,6,1,2,65,65,1,2,5,2015,2014,52,0
"524",937,6,2,2,46,47,0,2,5,2015,2010,20,0
"525",939,6,3,2,0,32,0,30,4,2015,2013,35,0
"526",972,6,1,3,60,67,0,30,4,2015,2012,49,0
"527",972,6,3,2,15,56,0,30,4,2015,2010,49,0
"528",974,6,2,2,9,49,0,3,5,2015,2008,37,0
"529",974,6,3,5,8,37,0,3,5,2015,2013,35,0
"530",975,6,1,2,53,83,0,13,5,2015,2015,49,0
"531",986,6,1,2,21,71,1,14,5,2015,2009,12,0
"532",994,6,1,5,8,40,0,15,5,2015,2008,58,0
"533",1004,6,2,2,31,35,0,15,5,2015,2012,12,0
"534",1005,6,1,1,37,37,0,7,5,2015,2014,42,0
"535",1005,6,2,1,32,32,1,7,5,2015,2010,37,0
"536",1008,6,1,2,19,31,0,17,5,2015,2008,58,0
"537",1009,6,1,1,65,65,0,8,5,2015,2012,12,0
"538",1009,6,2,2,28,28,2,8,5,2015,2015,49,0
"539",1013,6,1,6,5,84,1,27,5,2015,2012,49,0
"540",1020,6,1,1,57,57,0,14,5,2015,2014,20,0
"541",1020,6,2,3,60,88,1,14,5,2015,2015,42,0
"542",1020,6,3,2,21,47,0,14,5,2015,2014,42,0
"543",1020,6,6,2,33,54,0,14,5,2015,2010,12,0
"544",1033,6,1,2,66,96,1,5,6,2015,2014,20,0
"545",1038,6,1,3,10,71,1,5,6,2015,2015,49,0
"546",1053,6,1,1,27,27,0,8,6,2015,2013,20,0
"547",1053,6,3,1,35,35,0,8,6,2015,2014,7,0
"548",1054,6,2,2,60,95,1,25,5,2015,2014,55,0
"549",1062,6,2,5,6,44,0,3,5,2015,2013,32,0
"550",1070,6,1,1,29,29,0,15,6,2015,2011,35,0
"551",1070,6,2,2,73,79,1,15,6,2015,2014,12,0
"552",1070,6,4,1,56,56,0,15,6,2015,2011,49,0
"553",1071,6,1,2,25,26,0,4,7,2015,2014,20,0
"554",1078,6,3,4,54,85,0,5,7,2015,2015,35,0
"555",1079,6,1,3,26,27,1,9,6,2015,2015,35,0
"556",1079,6,3,2,77,85,0,9,6,2015,2010,12,0
"557",1089,6,2,2,43,45,0,11,5,2015,2014,2,0
"558",1089,6,3,1,34,34,0,11,5,2015,2014,42,0
"559",1090,6,1,1,44,44,0,11,6,2015,2011,12,0
"560",1090,6,2,1,42,42,1,11,6,2015,2011,49,0
"561",1093,6,2,5,8,39,0,14,6,2015,2013,12,0
"562",1097,6,1,2,6,44,0,14,6,2015,2009,62,0
"563",1111,6,1,1,34,34,0,6,6,2015,2013,12,0
"564",1111,6,2,6,2,89,2,6,6,2015,2015,7,0
"565",1120,6,2,2,72,78,2,6,5,2015,2010,12,0
"566",1126,6,1,2,88,88,1,8,7,2015,2013,12,0
"567",1131,6,1,5,1,28,0,8,7,2015,2013,12,0
"568",1132,6,1,9,9,37,1,21,7,2015,2008,34,0
"569",1134,6,1,1,30,30,0,15,7,2015,2013,20,0
"570",1134,6,3,2,24,50,1,15,7,2015,2014,48,0
"571",1160,6,1,1,33,33,0,10,7,2015,2013,20,0
"572",1160,6,2,2,13,48,1,10,7,2015,2014,55,0
"573",1163,6,1,1,53,53,1,17,7,2015,2014,63,0
"574",1163,6,2,1,21,21,0,17,7,2015,2010,37,0
"575",1164,6,1,2,16,21,0,10,7,2015,2015,20,0
"576",1166,6,3,1,46,46,1,24,7,2015,2008,49,0
"577",1166,6,5,1,67,67,0,24,7,2015,2011,49,0
"578",1166,6,6,1,45,45,0,24,7,2015,2014,49,0
"579",1168,6,1,4,19,39,0,11,7,2015,2015,7,0
"580",1168,6,2,3,25,51,1,11,7,2015,2008,49,0
"581",1173,6,1,4,18,26,1,15,7,2015,2015,7,0
"582",1190,6,2,1,22,22,0,19,7,2015,2015,37,0
"583",1190,6,4,1,30,30,0,19,7,2015,2014,37,0
"584",1194,6,1,2,27,67,0,16,6,2015,2011,7,0
"585",1221,6,1,2,28,28,0,6,6,2015,2011,12,0
"586",1226,6,1,2,22,23,0,19,6,2015,2014,49,0
"587",1230,6,1,2,17,17,2,11,3,2015,2014,49,0
"588",1232,6,2,4,15,38,3,2,5,2015,2009,49,0
"589",1262,6,1,2,19,19,0,6,6,2015,2015,7,0
"590",1269,6,1,1,51,51,0,1,5,2015,2008,37,0
"591",1269,6,2,2,50,52,1,1,5,2015,2014,20,0
"592",1272,6,2,3,7,37,0,9,5,2015,2011,12,0
"593",1277,6,2,3,9,41,0,29,6,2015,2015,58,0
"594",1278,6,1,2,23,26,1,10,1,2015,2013,37,0
"595",1286,6,2,1,52,52,1,24,6,2015,2012,49,0
"596",1286,6,3,1,42,42,0,24,6,2015,2012,37,0
"597",1299,6,2,3,10,49,0,18,6,2015,2012,12,0
"598",1308,6,1,1,91,91,1,3,7,2015,2013,35,0
"599",1308,6,2,1,43,43,0,3,7,2015,2015,6,0
"600",1310,6,1,2,19,20,1,25,6,2015,2015,35,0
"601",1320,6,1,4,18,22,1,1,8,2015,2008,12,0
"602",1323,6,1,3,19,23,1,24,6,2015,2008,30,0
"603",1328,6,1,5,8,43,1,19,4,2015,2009,49,0
"604",1331,6,1,2,19,22,2,11,7,2015,2010,7,0
"605",1340,6,1,1,79,79,1,1,7,2015,2014,34,0
"606",1340,6,3,3,41,87,0,1,7,2015,2012,32,0
"607",1343,6,1,1,24,24,0,13,1,2015,2013,35,0
"608",1343,6,2,2,33,85,1,13,1,2015,2008,7,0
"609",1346,6,2,1,25,25,1,7,5,2015,2009,49,0
"610",1346,6,3,1,38,38,0,7,5,2015,2015,37,0
"611",1350,6,2,4,1,32,0,24,7,2015,2008,41,0
"612",1350,6,3,2,60,60,0,24,7,2015,2008,49,0
"613",1355,6,1,3,2,22,1,3,5,2015,2014,67,0
"614",1368,6,1,3,20,21,0,7,8,2015,2013,6,0
"615",1369,6,1,3,24,31,1,19,4,2015,2014,37,0
"616",1389,6,2,2,57,61,0,9,8,2015,2009,37,0
"617",1390,6,3,5,0,32,0,7,8,2015,2012,30,0
"618",1392,6,2,2,41,56,1,7,8,2015,2008,12,0
"619",1392,6,3,1,26,26,0,7,8,2015,2012,37,0
"620",1397,6,1,3,15,17,0,2,9,2015,2015,12,0
"621",1397,6,2,1,46,46,1,2,9,2015,2010,35,0
"622",1399,6,1,2,28,32,1,9,4,2015,2008,37,0
"623",1412,6,1,3,18,37,2,30,8,2015,2010,49,0
"624",1420,6,2,2,55,61,2,17,3,2015,2010,37,0
"625",1426,6,3,2,67,69,0,12,7,2015,2013,18,0
"626",1432,6,2,5,15,65,1,17,7,2015,2012,49,0
"627",1435,6,1,6,2,39,1,31,7,2015,2015,48,0
"628",1435,6,2,5,8,49,0,31,7,2015,2012,12,0
"629",1440,6,1,1,83,83,1,31,8,2015,2015,37,0
"630",1440,6,2,1,45,45,0,31,8,2015,2013,34,0
"631",1446,6,2,4,17,51,0,5,8,2015,2015,48,0
"632",1449,6,1,2,20,27,0,17,8,2015,2014,20,0
"633",1450,6,3,2,16,49,0,2,7,2015,2010,20,0
"634",1451,6,2,2,44,44,0,22,8,2015,2010,30,0
"635",1459,6,2,8,6,44,0,19,7,2015,2014,6,0
"636",1465,6,2,2,14,38,0,11,8,2015,2012,7,0
"637",1467,6,1,2,15,18,0,14,8,2015,2010,7,0
"638",1468,6,3,3,9,52,0,14,8,2015,2010,7,0
"639",1496,6,2,1,25,25,0,5,8,2015,2013,35,0
"640",1496,6,3,1,34,34,0,5,8,2015,2009,49,0
"641",1502,6,2,4,6,32,0,8,8,2015,2009,20,0
"642",1502,6,3,4,9,38,0,8,8,2015,2015,6,0
"643",1505,6,1,2,26,35,0,4,9,2015,2011,55,0
"644",1511,6,2,2,75,76,1,10,6,2015,2011,37,0
"645",1514,6,1,2,24,26,0,3,9,2015,2012,55,0
"646",1515,6,1,2,8,47,0,4,9,2015,2014,20,0
"647",1524,6,2,1,61,61,0,5,9,2015,2013,23,0
"648",1524,6,3,1,49,49,1,5,9,2015,2014,63,0
"649",1527,6,1,3,1,67,0,14,8,2015,2013,35,0
"650",1537,6,3,2,61,63,1,26,6,2015,2015,49,0
"651",1537,6,4,1,53,53,0,26,6,2015,2011,49,0
"652",1537,6,5,1,56,56,0,26,6,2015,2008,7,0
"653",1539,6,1,2,76,77,1,25,9,2015,2011,55,0
"654",1542,6,2,2,67,67,0,1,8,2015,2012,20,0
"655",1545,6,1,2,15,47,0,25,9,2015,2011,7,0
"656",1550,6,2,3,31,49,0,18,8,2015,2013,7,0
"657",1556,6,1,2,68,89,1,14,7,2015,2014,42,0
"658",1557,6,2,4,19,34,0,13,9,2015,2014,37,0
"659",1560,6,1,1,31,31,0,30,7,2015,2008,23,0
"660",1560,6,2,1,27,27,1,30,7,2015,2015,63,0
"661",1568,6,2,7,1,38,2,23,8,2015,2014,6,0
"662",1572,6,1,1,38,38,0,18,9,2015,2015,49,0
"663",1572,6,2,3,22,63,1,18,9,2015,2015,7,0
"664",1574,6,2,2,3,33,0,2,10,2015,2012,62,0
"665",1579,6,1,1,29,29,1,15,9,2015,2011,37,0
"666",1579,6,2,1,47,47,0,15,9,2015,2012,35,0
"667",1579,6,3,1,25,25,0,15,9,2015,2011,12,0
"668",1600,6,1,2,22,23,1,12,9,2015,2013,20,0
"669",1602,6,1,2,35,66,1,12,9,2015,2014,55,0
"670",1618,6,2,4,6,45,0,26,9,2015,2015,37,0
"671",1623,6,1,3,0,30,0,18,9,2015,2012,49,0
"672",1639,6,2,2,22,24,0,25,9,2015,2008,63,0
"673",1640,6,1,3,16,22,1,28,9,2015,2009,54,1
"674",1645,6,2,4,7,45,0,10,10,2015,2014,34,0
"675",1645,6,3,1,42,42,0,10,10,2015,2014,35,0
"676",1649,6,1,3,19,20,0,26,7,2015,2009,37,0
"677",1649,6,3,3,23,50,0,26,7,2015,2014,37,0
"678",1649,6,4,1,24,24,0,26,7,2015,2013,12,0
"679",1657,6,1,2,15,16,1,21,9,2015,2015,37,0
"680",1675,6,1,2,21,40,2,9,9,2015,2008,49,0
"681",1687,6,1,2,29,47,2,10,6,2015,2013,12,0
"682",1690,6,1,2,19,22,0,18,9,2015,2009,49,0
"683",1690,6,2,1,66,66,0,18,9,2015,2015,49,0
"684",1691,6,2,1,63,63,1,17,4,2015,2011,12,0
"685",1691,6,3,1,45,45,0,17,4,2015,2009,49,0
"686",1694,6,1,1,40,40,0,24,6,2015,2008,37,0
"687",1694,6,4,1,26,26,0,24,6,2015,2015,37,0
"688",1695,6,2,6,17,27,2,3,7,2015,2010,49,0
"689",1714,6,1,2,20,23,0,12,7,2015,2008,24,0
"690",1716,6,3,3,46,46,0,7,10,2015,2015,49,0
"691",1723,6,1,2,14,72,1,7,10,2015,2014,7,0
"692",1723,6,2,1,19,19,0,7,10,2015,2008,69,0
"693",1724,6,2,2,13,53,0,23,11,2015,2014,49,0
"694",1728,6,1,2,10,38,0,14,10,2015,2014,35,0
"695",1730,6,2,2,78,80,1,16,10,2015,2013,20,0
"696",1734,6,1,2,79,80,1,1,8,2015,2008,53,0
"697",1740,6,1,2,28,28,1,7,8,2015,2010,45,0
"698",1757,6,3,1,26,26,0,3,7,2015,2010,49,0
"699",1757,6,6,2,26,27,0,3,7,2015,2014,49,0
"700",1757,6,7,2,20,46,0,3,7,2015,2015,49,0
"701",1763,6,3,2,22,42,0,17,10,2015,2012,30,0
"702",1767,6,1,2,30,66,0,4,9,2015,2012,35,0
"703",1774,6,2,2,59,61,0,6,2,2015,2014,34,0
"704",1774,6,3,2,1,34,0,6,2,2015,2014,20,0
"705",1774,6,4,2,31,47,0,6,2,2015,2013,7,0
"706",1786,6,3,2,4,25,0,23,7,2015,2010,20,0
"707",1793,6,1,3,22,25,1,19,7,2015,2009,49,0
"708",1795,6,2,1,24,24,0,19,10,2015,2008,12,0
"709",1795,6,4,1,47,47,0,19,10,2015,2012,34,0
"710",1800,6,2,1,56,56,0,27,8,2015,2011,12,0
"711",1800,6,3,3,46,57,2,27,8,2015,2011,20,0
"712",1808,6,1,1,19,19,1,11,11,2015,2013,41,0
"713",1808,6,4,1,67,67,0,11,11,2015,2011,49,0
"714",1811,6,2,3,18,25,0,31,10,2015,2012,55,0
"715",1838,6,1,5,3,34,0,6,9,2015,2011,54,0
"716",1839,6,2,2,68,72,0,12,9,2015,2014,7,0
"717",1840,6,1,1,62,62,0,5,6,2015,2011,37,0
"718",1840,6,2,2,57,64,0,5,6,2015,2008,12,0
"719",1844,6,2,2,17,17,0,5,6,2015,2008,34,0
"720",1882,6,1,1,67,67,0,11,7,2015,2014,39,0
"721",1882,6,2,3,20,79,1,11,7,2015,2009,12,0
"722",1896,6,1,3,0,51,2,20,8,2015,2013,30,0
"723",1916,6,1,2,16,36,0,25,9,2015,2009,37,0
"724",1917,6,2,5,23,31,2,16,5,2015,2014,49,0
"725",1920,6,2,3,45,61,0,27,8,2015,2013,49,0
"726",1924,6,2,5,12,56,0,10,8,2015,2015,35,0
"727",1925,6,1,2,28,57,0,10,10,2015,2011,49,0
"728",1940,6,2,2,55,58,0,5,8,2015,2014,42,0
"729",1950,6,1,3,47,53,1,10,12,2015,2011,63,0
"730",1951,6,2,3,25,55,0,19,12,2015,2011,12,0
"731",1953,6,1,2,60,62,1,14,10,2015,2009,52,0
"732",1954,6,2,1,56,56,0,24,11,2015,2014,37,0
"733",1954,6,4,1,30,30,0,24,11,2015,2014,42,0
"734",1956,6,2,2,28,31,0,20,12,2015,2012,20,0
"735",1956,6,3,2,12,40,0,20,12,2015,2012,42,0
"736",1964,6,1,1,93,93,1,21,12,2015,2013,49,0
"737",1964,6,2,1,51,51,0,21,12,2015,2008,7,0
"738",1969,6,1,2,58,77,1,18,8,2015,2008,35,0
"739",1972,6,2,2,57,82,0,12,12,2015,2011,20,0
"740",1974,6,1,2,23,26,2,25,6,2015,2012,12,0
"741",1976,6,2,1,45,45,0,3,11,2015,2008,37,0
"742",1976,6,3,1,46,46,0,3,11,2015,2015,49,0
"743",1978,6,1,2,28,28,1,13,12,2015,2013,20,0
"744",1980,6,3,2,2,56,0,3,12,2015,2008,18,0
"745",1985,6,2,2,14,41,0,5,11,2015,2014,34,0
"746",1989,6,1,1,34,34,0,5,8,2015,2012,20,0
"747",1989,6,2,1,62,62,1,5,8,2015,2015,35,0
"748",1989,6,3,2,56,58,0,5,8,2015,2014,49,0
"749",1990,6,2,3,38,49,1,19,10,2015,2013,49,0
"750",2003,6,3,1,19,19,0,17,7,2015,2014,55,0
"751",2003,6,4,2,35,36,0,17,7,2015,2014,35,0
"752",2008,6,1,1,25,25,1,12,8,2015,2014,42,0
"753",2008,6,2,2,56,63,0,12,8,2015,2013,12,0
"754",2009,6,1,2,21,45,0,13,10,2015,2014,12,0
"755",2013,6,1,2,51,54,0,15,11,2015,2010,42,0
"756",2039,6,1,1,72,72,1,12,11,2015,2010,37,0
"757",2039,6,3,1,38,38,0,12,11,2015,2011,49,0
"758",2041,6,1,2,27,50,0,12,11,2015,2011,35,0
"759",2048,6,1,1,20,20,0,10,6,2015,2010,12,0
"760",2048,6,2,4,2,54,2,10,6,2015,2014,20,0
"761",2050,6,2,2,70,71,1,30,9,2015,2014,35,0
"762",2052,6,2,4,1,30,2,29,7,2015,2011,49,0
"763",2052,6,3,1,36,36,0,29,7,2015,2008,7,0
"764",2072,6,1,1,17,17,0,17,8,2015,2010,59,0
"765",2072,6,2,1,29,29,1,17,8,2015,2013,20,0
"766",2072,6,3,1,35,35,0,17,8,2015,2013,37,0
"767",2072,6,4,1,56,56,0,17,8,2015,2008,49,0
"768",2078,6,2,7,37,65,1,3,11,2015,2008,20,0
"769",2087,6,1,2,23,32,2,21,9,2015,2013,67,0
"770",2089,6,1,2,13,47,1,9,11,2015,2015,49,0
"771",2106,6,3,2,61,69,0,1,10,2015,2012,42,0
"772",2114,6,1,2,42,43,0,6,11,2015,2014,7,0
"773",2136,6,1,2,14,83,0,11,10,2015,2012,59,0
"774",2138,6,1,2,67,74,0,11,11,2015,2015,35,0
"775",2169,6,1,2,21,22,1,10,9,2015,2015,20,0
"776",2206,6,1,1,59,59,1,5,9,2015,2014,35,0
"777",2206,6,2,3,16,74,0,5,9,2015,2015,42,0
"778",2206,6,3,2,15,55,0,5,9,2015,2015,59,0
"779",2206,6,4,2,53,55,0,5,9,2015,2014,35,0
"780",2206,6,5,2,78,90,0,5,9,2015,2010,49,0
"781",2216,6,1,2,40,41,1,11,10,2015,2008,23,0
"782",2231,6,1,1,31,31,1,14,10,2015,2012,37,0
"783",2231,6,2,1,20,20,0,14,10,2015,2014,12,0
"784",2234,6,1,4,2,31,0,25,6,2015,2009,7,0
"785",2235,6,2,2,31,36,0,2,9,2015,2011,49,0
"786",2238,6,1,2,65,71,1,12,3,2015,2011,69,0
"787",2249,6,1,1,53,53,0,15,12,2015,2008,12,0
"788",2249,6,2,2,29,32,2,15,12,2015,2008,48,0
"789",2266,6,2,2,30,34,0,12,7,2015,2011,2,0
"790",2267,6,1,1,39,39,0,9,10,2015,2015,35,0
"791",2267,6,3,3,9,34,0,9,10,2015,2013,49,0
"792",2268,6,1,3,24,24,1,24,7,2015,2013,35,0
"793",2281,6,1,1,30,30,0,9,8,2015,2013,55,0
"794",2281,6,3,1,27,27,0,9,8,2015,2008,6,0
"795",2286,6,2,3,0,19,0,11,11,2015,2013,20,0
"796",2291,6,3,2,49,49,0,2,9,2015,2014,12,0
"797",2298,6,1,4,18,20,1,29,6,2015,2015,63,0
"798",2299,6,1,2,23,33,0,12,11,2015,2009,7,0
"799",2303,6,2,9,1,81,0,28,10,2015,2009,12,0
"800",2303,6,3,3,2,29,0,28,10,2015,2012,7,0
"801",2309,6,1,3,19,22,0,3,12,2015,2016,34,0
"802",2312,6,1,2,78,81,1,25,12,2015,2008,59,0
"803",2314,6,2,3,55,89,1,19,11,2015,2016,41,0
"804",2325,6,2,1,36,36,1,21,12,2015,2012,30,0
"805",2325,6,3,1,34,34,0,21,12,2015,2013,7,0
"806",2330,6,2,2,29,33,0,19,7,2015,2015,2,0
"807",2331,6,1,2,19,29,0,28,3,2015,2011,58,0
"808",2333,6,2,3,0,23,1,15,10,2015,2008,49,0
"809",2337,6,2,2,35,36,0,31,10,2015,2015,35,0
"810",2337,6,3,1,58,58,0,31,10,2015,2009,12,0
"811",2348,6,1,1,54,54,1,10,11,2015,2010,35,0
"812",2348,6,2,2,29,29,0,10,11,2015,2014,34,0
"813",2348,6,3,2,71,74,0,10,11,2015,2008,42,0
"814",2350,6,2,2,21,25,1,25,12,2015,2013,35,0
"815",2381,6,1,2,3,27,2,26,11,2015,2015,48,0
"816",2388,6,2,2,25,29,0,31,8,2015,2010,55,0
"817",2391,6,1,2,75,87,0,9,10,2015,2012,35,0
"818",2403,6,1,4,18,21,1,19,12,2015,2014,63,0
"819",2414,6,1,3,3,20,0,21,5,2015,2015,20,0
"820",2414,6,3,1,36,36,0,21,5,2015,2010,37,0
"821",2421,6,2,2,46,48,1,20,3,2015,2008,20,0
"822",2429,6,2,2,71,76,0,16,6,2015,2014,23,0
"823",2435,6,1,2,18,26,1,27,4,2015,2012,63,0
"824",2437,6,2,2,34,42,0,15,6,2015,2014,12,0
"825",2437,6,7,1,32,32,0,15,6,2015,2012,49,0
"826",2447,6,1,3,21,24,1,9,11,2015,2015,49,0
"827",2448,6,2,1,60,60,1,7,7,2015,2012,49,0
"828",2448,6,3,1,34,34,0,7,7,2015,2014,37,0
"829",2451,6,2,5,9,65,0,25,7,2015,2013,49,0
"830",2453,6,1,4,15,22,2,22,6,2015,2013,37,0
"831",2456,6,1,2,27,28,0,17,7,2015,2012,12,0
"832",2462,6,3,2,2,21,0,25,11,2015,2015,6,0
"833",2471,6,1,3,16,49,0,7,12,2015,2008,49,0
"834",2482,6,1,3,20,28,0,1,8,2015,2012,42,0
"835",2482,6,2,1,21,21,0,1,8,2015,2014,12,0
"836",2482,6,3,1,30,30,1,1,8,2015,2010,35,0
"837",2483,6,2,2,53,82,0,21,8,2015,2010,20,0
"838",2489,6,1,4,57,83,1,2,8,2015,2009,41,0
"839",2491,6,1,3,18,21,0,21,8,2015,2014,55,0
"840",2491,6,3,1,37,37,1,21,8,2015,2015,41,0
"841",2491,6,5,1,29,29,0,21,8,2015,2009,69,0
"842",2491,6,7,4,32,51,0,21,8,2015,2014,49,0
"843",2504,6,1,3,44,53,1,26,9,2015,2014,20,0
"844",2511,6,1,2,26,27,1,13,9,2015,2012,37,0
"845",2515,6,2,2,28,54,0,8,10,2015,2010,23,0
"846",2518,6,1,2,23,25,1,26,11,2015,2011,58,0
"847",2518,6,2,1,22,22,0,26,11,2015,2010,59,0
"848",2520,6,1,2,21,24,1,24,10,2015,2012,35,0
"849",2520,6,2,5,53,69,4,24,10,2015,2012,42,0
"850",2535,6,1,4,43,90,1,12,9,2015,2014,49,0
"851",2548,6,1,5,23,28,1,14,11,2015,2014,49,0
"852",2549,6,1,5,8,37,1,31,12,2015,2014,12,0
"853",2549,6,2,1,39,39,0,31,12,2015,2012,54,0
"854",2549,6,3,4,0,42,0,31,12,2015,2014,54,0
"855",2549,6,4,2,13,39,0,31,12,2015,2013,58,0
"856",2550,6,2,2,42,42,0,8,11,2015,2013,20,0
"857",2550,6,3,2,53,54,1,8,11,2015,2015,7,0
"858",2555,6,1,1,26,26,0,2,11,2015,2011,45,0
"859",2555,6,3,1,27,27,0,2,11,2015,2014,37,0
"860",2565,6,1,2,24,25,0,4,12,2015,2015,42,0
"861",2570,6,2,2,20,20,2,27,7,2015,2009,37,0
"862",2575,6,1,3,3,25,1,12,12,2015,2016,41,0
"863",2585,6,1,1,36,36,1,11,7,2015,2010,49,0
"864",2585,6,2,5,24,26,0,11,7,2015,2015,98,0
"865",2589,6,2,2,23,27,0,19,9,2015,2011,49,0
"866",2608,6,2,2,22,22,1,9,8,2015,2010,41,0
"867",2614,6,1,2,62,68,0,18,10,2015,2013,59,0
"868",2614,6,2,2,18,18,2,18,10,2015,2015,49,0
"869",2622,6,1,2,72,83,0,18,12,2015,2016,48,0
"870",2633,6,2,3,24,24,1,18,12,2015,2012,63,0
"871",2645,6,1,3,1,30,0,10,8,2015,2008,49,0
"872",2646,6,1,4,10,38,0,25,12,2015,2015,35,0
"873",2648,6,1,3,20,25,1,25,9,2015,2010,41,0
"874",2652,6,1,4,1,27,0,14,12,2015,2012,49,0
"875",2657,6,1,2,20,25,0,11,10,2015,2012,37,0
"876",2659,6,2,2,22,55,1,12,10,2015,2008,22,0
"877",2660,6,2,2,67,68,0,26,12,2015,2013,49,0
"878",2672,6,1,2,27,28,2,26,6,2015,2008,34,0
"879",2675,6,1,4,6,39,0,1,8,2015,2014,23,0
"880",2680,6,1,2,18,67,1,14,11,2015,2008,59,0
"881",2690,6,1,4,16,27,0,24,12,2015,2015,55,0
"882",2693,6,2,3,0,39,0,13,12,2015,2015,49,0
"883",2694,6,2,2,66,68,0,17,12,2015,2015,2,0
"884",2695,6,1,5,16,34,2,27,12,2015,2011,35,0
"885",2701,6,2,1,23,23,0,26,11,2015,2013,49,0
"886",2701,6,4,3,12,52,0,26,11,2015,2014,63,0
"887",2702,6,3,4,23,31,0,23,8,2015,2016,48,0
